시도교육청코드,시도교육청명,행정표준코드,학교명,영문학교명,학교종류명,시도명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반전문구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,수정일자
C10,부산광역시교육청,7150092,낙동고등학교,Nakdong High School,고등학교,부산광역시,부산광역시교육청,공립,46549,부산광역시 북구 의성로47번길 23,(덕천동/ 낙동고등학교),051-366-2600,http://www.nakdong.hs.kr,남여공학,051-366-2675,일반고,N,일반계,,전기,주간,19740105,19740105,20230615
C10,부산광역시교육청,7150093,남산고등학교,Namsan High School,고등학교,부산광역시,부산광역시교육청,공립,46222,부산광역시 금정구 남산로 66,(남산동/남산고등학교),051-514-9303,www.ns.hs.kr,남여공학,051-517-5460,일반고,N,일반계,,전기,주간,19881227,19881227,20230615
C10,부산광역시교육청,7150125,남성여자고등학교,Namsung Girls High School,고등학교,부산광역시,부산광역시교육청,사립,48926,부산광역시 중구 샘길 14,(대청동1가),051-461-0512,http://www.psnamsung.hs.kr,여,051-461-0581,일반고,N,일반계,,전기,주간,19410501,19410501,20230615
C10,부산광역시교육청,7150094,내성고등학교,Naesung High School,고등학교,부산광역시,부산광역시교육청,공립,46308,부산광역시 금정구 서동로31번길 11,(부곡동/내성고등학교),051-580-0204,http://www.naesung.hs.kr,남,051-516-3974,일반고,N,일반계,,전기,주간,19810115,19810115,20230615
C10,부산광역시교육청,7150095,다대고등학교,Dadae High School,고등학교,부산광역시,부산광역시교육청,공립,49503,부산광역시 사하구 다대낙조2길 199,(다대동/ 다대고등학교),051-265-9804,http://dadae.hs.kr,남여공학,051-266-2695,일반고,N,일반계,,전기,주간,19950522,19950522,20230615
C10,부산광역시교육청,7150624,대광고등학교,DaeGwang High School,고등학교,부산광역시,부산광역시교육청,사립,49412,부산광역시 사하구 동매로 135,(당리동/ 대광고등학교),051-292-3225,http://www.daegwang.hs.kr,남여공학,051-292-3226,특성화고,N,전문계,,전기,주간,19891113,19891113,20230615
C10,부산광역시교육청,7150126,대덕여자고등학교,Daeduk Girls` High School,고등학교,부산광역시,부산광역시교육청,사립,46938,부산광역시 사상구 백양대로804번길 42-55,(덕포동/ 대덕여자고등학교),051-309-8810,http://daeduk.hs.kr,여,051-305-1380,일반고,N,일반계,,전기,주간,19880518,19880518,20230615
C10,부산광역시교육청,7150127,대동고등학교,DAE DONG HIGH SCHOOL,고등학교,부산광역시,부산광역시교육청,사립,49397,부산광역시 사하구 을숙도대로709번길 27,(신평동/대동중고등학교),051-292-1697,http://www.ddhs.hs.kr,남,051-292-1698,일반고,N,일반계,,전기,주간,19641205,19641205,20230615
C10,부산광역시교육청,7150128,대명여자고등학교,Daemyung Girls High School,고등학교,부산광역시,부산광역시교육청,사립,47758,부산광역시 동래구 시실로 135,(명장동/ 대명여자고등학교),051-526-3451,http://www.daemyung.hs.kr,여,051-527-2150,일반고,N,일반계,,전기,주간,19851230,19851230,20230615
C10,부산광역시교육청,7150626,대양고등학교,Daeyang High School,고등학교,부산광역시,부산광역시교육청,사립,48464,부산광역시 남구 지게골로 128-27,(문현동/ 대양고등학교),051-640-0580,www.daeyang.hs.kr,남여공학,051-640-0680,특성화고,N,전문계,,전기,주간,19540523,19540523,20230615
C10,부산광역시교육청,7150129,대연고등학교,DAE YEON HIGH SCHOOL,고등학교,부산광역시,부산광역시교육청,사립,48530,부산광역시 남구 조각공원로 20,(대연동/대연고등학교),051-625-8114,http://www.daeyeon.hs.kr,남,051-611-4887,일반고,N,일반계,,전기,주간,19880509,19880509,20230615
C10,부산광역시교육청,7150597,대진전자통신고등학교,Daejin High School of Electronics & Communication,고등학교,부산광역시,부산광역시교육청,사립,46247,부산광역시 금정구 수림로 92,(장전동),051-582-8100,www.pdj.hs.kr,남여공학,051-582-8120,특성화고,N,전문계,,전기,주간,19951030,19951030,20230615
C10,부산광역시교육청,7150096,덕문고등학교,Duckmun High School,고등학교,부산광역시,부산광역시교육청,공립,46769,부산광역시 강서구 동선길 172,(성북동),051-979-6100,www.duckmun.hs.kr,남여공학,051-972-9848,일반고,N,일반계,,전기,주간,19740105,19740307,20230615
C10,부산광역시교육청,7150130,덕문여자고등학교,DUK MOON GIRLS` HIGH SCHOOL,고등학교,부산광역시,부산광역시교육청,사립,48237,부산광역시 수영구 연수로310번길 114,(광안동/덕문여자고등학교),051-756-1802,http://www.dukmoon.hs.kr,여,051-751-0920,일반고,N,일반계,,전기,주간,19861230,19861230,20230615
C10,부산광역시교육청,7150131,데레사여자고등학교,Theresa Girls` High School,고등학교,부산광역시,부산광역시교육청,사립,48723,부산광역시 동구 정공단로47번길 14,(범일동/ 데레사여자고등학교),051-640-1222,www.trs.hs.kr,여,051-640-1120,일반고,N,일반계,,전기,주간,19540901,19540504,20230615
C10,부산광역시교육청,7150097,동래고등학교,dongnae high school,고등학교,부산광역시,부산광역시교육청,공립,47812,부산광역시 동래구 충렬대로285번길 22,(칠산동/동래고등학교),051-555-0151,http://dongnae.hs.kr/,남,051-555-3865,일반고,N,일반계,,전기,주간,18980901,18980901,20230615
C10,부산광역시교육청,7150224,동래고등학교부설방송통신고등학교,THE AIR AND CORRESPONDENCE HIGH SCHOOL ATTACHED TO DONGNAE HIGH SCHOOL,방송통신고등학교,부산광역시,부산광역시교육청,공립,47812,부산광역시 동래구 충렬대로285번길 22,(칠산동/동래고등학교),051-550-7790,,남여공학,051-558-0663,일반고,N,일반계,,전기,주간,19820301,19820301,20230709
C10,부산광역시교육청,7150132,동래여자고등학교,Dongnae Girls High School,고등학교,부산광역시,부산광역시교육청,사립,46252,부산광역시 금정구 체육공원로 20,/ 동래여자고등학교 (부곡동),051-514-1227,www.dongnae-gh.hs.kr,여,051-516-5724,일반고,N,일반계,,전기,주간,18951015,19400530,20230615
C10,부산광역시교육청,7150170,동래원예고등학교,Dongnae Horticulture High School,고등학교,부산광역시,부산광역시교육청,공립,47707,부산광역시 동래구 금강로 43,(온천동/ 동래원예고등학교),051-550-3700,http://school.busanedu.net/wonyea-h/main.do,남여공학,051-555-4635,특성화고,N,전문계,,전기,주간,19731120,19731120,20230615
C10,부산광역시교육청,7150620,동명공업고등학교,TONGMYONG TECHNICAL HIGHSCHOOL,고등학교,부산광역시,부산광역시교육청,사립,48520,부산광역시 남구 신선로 410,(용당동/ 동명공업고등학교),051-610-2527,http://tm.hs.kr/,남여공학,051-610-2528,특성화고,N,전문계,,전기,주간,19771216,19771216,20230615
C10,부산광역시교육청,7150133,동아고등학교,Dong A High School,고등학교,부산광역시,부산광역시교육청,사립,49394,부산광역시 사하구 괴정로244번길 63,(괴정동/ 동아고등학교),051-290-5000,http://dong-a.hs.kr,남,051-291-5008,일반고,N,일반계,,전기,주간,19510921,19510921,20240225
C10,부산광역시교육청,7150198,동아공업고등학교,Dong-A Technical High School,고등학교,부산광역시,부산광역시교육청,사립,49394,부산광역시 사하구 괴정로260번길 79,(괴정동/동아공업고등학교),051-200-3800,http://donga-tec.hs.kr,남여공학,051-205-6121,특성화고,N,전문계,,전기,주간,19630114,20031107,20230615
C10,부산광역시교육청,7150739,동의고등학교,Dongeui High School,고등학교,부산광역시,부산광역시교육청,사립,47230,부산광역시 부산진구 양지로 50,"(전포동, 동의고등학교)",051-811-7510,https://school.busanedu.net/dongeui-tech-h/main.do,남여공학,051-811-7588,특성화고,N,전문계,,전기,주간,19661117,19661117,20241110
C10,부산광역시교육청,7150134,동인고등학교,Dongin High School,고등학교,부산광역시,부산광역시교육청,사립,47873,부산광역시 동래구 쇠미로31번길 34,(사직동/ 동인고등학교),051-501-4940,www.dongin.hs.kr,남,051-501-0712,일반고,N,일반계,,전기,주간,19740105,19740105,20230615
C10,부산광역시교육청,7150431,동주여자고등학교,Dongju Girls High School,고등학교,부산광역시,부산광역시교육청,사립,48949,부산광역시 중구 광복중앙로 18,(광복동3가/동주여자고등학교),051-240-3000,http://www.dongju.hs.kr,여,051-246-4097,일반고,N,일반계,,전기,주간,19190526,19190526,20230615
C10,부산광역시교육청,7150135,동천고등학교,DongCheon High School,고등학교,부산광역시,부산광역시교육청,사립,48429,부산광역시 남구 못골번영로 105,/ 동천고등학교 (대연동),051-628-1300,http://dongcheon.hs.kr,남,051-624-0519,일반고,N,일반계,,전기,주간,19800124,19800525,20230624
C10,부산광역시교육청,7150363,만덕고등학교,Mandeok High School,고등학교,부산광역시,부산광역시교육청,공립,46616,부산광역시 북구 함박봉로140번길 98-12,/ 만덕고등학교 (만덕동),051-330-3500,http://www.mandeok.hs.kr/,남여공학,051-330-3595,일반고,N,일반계,,전기,주간,19991230,20020501,20230615
C10,부산광역시교육청,7150451,명호고등학교,Myeongho High School,고등학교,부산광역시,부산광역시교육청,공립,46765,부산광역시 강서구 명지오션시티2로 97,(명지동/명호고등학교),051-220-1300,http://myeongho.hs.kr/,남여공학,051-271-6402,일반고,N,일반계,,전기,주간,20090301,20090301,20230615
C10,부산광역시교육청,7150098,문현여자고등학교,Mun Hyun Girls High School,고등학교,부산광역시,부산광역시교육청,공립,48409,부산광역시 남구 고동골로 86-41,(문현동/ 문현여자고등학교),051-630-1500,http://www.munhyun.hs.kr,여,051-630-1501,일반고,N,일반계,,전기,주간,19830110,19830110,20230615
C10,부산광역시교육청,7150383,반여고등학교,Banyeo High School,고등학교,부산광역시,부산광역시교육청,공립,48036,부산광역시 해운대구 반여로 136,(반여동/ 반여고등학교),051-520-1730,http://school.busanedu.net/banyeo-h/main.do,남여공학,051-526-0365,일반고,N,일반계,,후기,주간,20031216,20031216,20230615
C10,부산광역시교육청,7150136,배정고등학교,Baejeong High School,고등학교,부산광역시,부산광역시교육청,사립,48477,부산광역시 남구 장고개로85번길 14-16,(문현동/배정고등학교),051-632-4743,http://baejeong.hs.kr/,남,051-632-4880,일반고,N,일반계,,전기,주간,19521005,19521005,20230615
C10,부산광역시교육청,7150625,배정미래고등학교,Baejeong Mirae High School,고등학교,부산광역시,부산광역시교육청,사립,48477,부산광역시 남구 장고개로85번길 14-40,/ 배정미래고등학교 (문현동/ 배정미래고등학교),051-635-2291-2,http://mr.hs.kr,남여공학,051-647-9411,특성화고,N,전문계,,전기,주간,19730226,19731002,20230615
C10,부산광역시교육청,7150397,부경고등학교,Bukyeong High School,고등학교,부산광역시,부산광역시교육청,공립,49210,부산광역시 서구 망양로33번길 12,(서대신동3가/ 부경고등학교),051-600-8500,http://www.saja.hs.kr/,남여공학,051-600-8599,일반고,N,일반계,,전기,주간,19451114,19451114,20230615
C10,부산광역시교육청,7150099,부산강서고등학교,Busan Gang-seo High School,고등학교,부산광역시,부산광역시교육청,공립,46702,부산광역시 강서구 공항로1309번길 96-7,(대저1동/ 강서고등학교),051-974-9800,www.pusangangseo.hs.kr,남여공학,051-971-4068,일반고,N,일반계,,전기,주간,19791121,19791121,20230615
C10,부산광역시교육청,7150100,부산고등학교,Busan High School,고등학교,부산광역시,부산광역시교육청,공립,48802,부산광역시 동구 초량로40번길 23,(초량동/ 부산고등학교),051-600-0700,http://busan.hs.kr,남,051-466-2344,일반고,N,일반계,,전기,주간,19130310,19130310,20230615
C10,부산광역시교육청,7150171,부산공업고등학교,Busan Technical High School,고등학교,부산광역시,부산광역시교육청,공립,48472,부산광역시 남구 수영로196번길 80,(대연동/부산공업고등학교),051-607-3800,http://pusan-th.hs.kr,남여공학,051-607-3920,특성화고,N,전문계,,전기,주간,19240505,19240505,20230615
C10,부산광역시교육청,7150459,부산과학고등학교,Busan Science Highschool,고등학교,부산광역시,부산광역시교육청,공립,46235,부산광역시 금정구 금샘로 455-1,(구서동/ 부산과학고등학교),051-580-8520,http://bss.hs.kr,남여공학,051-580-8509,특목고,N,일반계,과학계열,전기,주간,20030301,20030301,20230623
C10,부산광역시교육청,7150422,부산관광고등학교,BUSAN TOURISM HIGH SCHOOL,고등학교,부산광역시,부산광역시교육청,사립,49263,부산광역시 서구 천마로 52,(남부민동),051-248-3123,http://www.bstour.hs.kr,남여공학,051-247-3103,특성화고,N,전문계,,전기,주간,19661126,19661126,20230615
C10,부산광역시교육청,7150369,부산국제고등학교,Busan International High School,고등학교,부산광역시,부산광역시교육청,공립,47162,부산광역시 부산진구 백양관문로 105-70,/ 부산국제고등학교 (당감동),051-890-8305,http://www.gukje.hs.kr,남여공학,051-892-1494,특목고,N,일반계,국제계열,전기,주간,19980301,19980301,20230615
C10,부산광역시교육청,1421117,부산기계공업고등학교,Busan National Mechanical Technical High School,고등학교,부산광역시,교육부,국립,48088,부산광역시 해운대구 해운대로 569,(우동),051-741-5111,http://school.busanedu.net/bmt-h/main.do,남,051-741-5045,특목고,N,전문계,산업수요 맞춤형 고등학교,전기,주간,19670109,19670311,20230615
C10,부산광역시교육청,7150102,부산남고등학교,Busan Nam High School,고등학교,부산광역시,부산광역시교육청,공립,49118,부산광역시 영도구 중리북로 5,(동삼동/부산남고등학교),051-403-7001,http://www.busan-nam.hs.kr,남,051-403-9323,일반고,N,일반계,,전기,주간,19550411,19550411,20250706
C10,부산광역시교육청,7150743,부산남고등학교임시교육시설,BUSAN NAM HIGH SCHOOL TEMPORARY EDUCATIONAL FACILITY,고등학교,부산광역시,부산광역시교육청,공립,46725,부산광역시 강서구 영강길81번길 24,(명지동),051-403-7001,http://,남,,일반고,N,일반계,,전기,주간,20250301,20250411,20250706
C10,부산광역시교육청,7150103,부산남일고등학교,Busan Namil High School,고등학교,부산광역시,부산광역시교육청,공립,48201,부산광역시 수영구 망미배산로48번길 85-23,(망미동/남일고등학교),051-750-0100,http://bsnamil.hs.kr,남,051-750-0113,일반고,N,일반계,,전기,주간,19841217,19841217,20230615
C10,부산광역시교육청,7150137,부산대저고등학교,Busan Daejeo High School,고등학교,부산광역시,부산광역시교육청,사립,46720,부산광역시 강서구 공항로811번가길 46,(대저2동/대저중고등학교),051-973-7701,http://daejeo.hs.kr,남,051-972-7772,일반고,N,일반계,,전기,주간,19841217,19841217,20230615
C10,부산광역시교육청,7005103,부산대학교사범대학부설고등학교,PUSAN NATIONAL UNIVERSITY HIGH SCHOOL,고등학교,부산광역시,교육부,국립,46269,부산광역시 금정구 기찰로22번길 30,(부곡동/ 부산대학교사범대학부설고등학교),051-515-1345,http://pnu.hs.kr,남여공학,051-515-1346,일반고,N,일반계,,전기,주간,19720106,19720106,20230615
C10,부산광역시교육청,7150138,부산동고등학교,Busan Dong High School,고등학교,부산광역시,부산광역시교육청,사립,47310,부산광역시 부산진구 동성로30번길 36,(전포동/ 부산동고등학교),051-802-0624,http://www.donggo.hs.kr,남,051-806-1765,일반고,N,일반계,,전기,주간,19530420,19530420,20230615
C10,부산광역시교육청,7150139,부산동성고등학교,Busan Dongsung High School,고등학교,부산광역시,부산광역시교육청,사립,47310,부산광역시 부산진구 동성로 16,(전포동/ 동성고등학교),051-802-4631,http://psdongsung.hs.kr/,남,051-802-9039,일반고,N,일반계,,전기,주간,19520703,19520703,20230615
C10,부산광역시교육청,7150104,부산동여자고등학교,BUSAN DONG GIRLS` HIGH SCHOOL,고등학교,부산광역시,부산광역시교육청,공립,48315,부산광역시 수영구 남천서로32번길 39,(남천동/ 부산동여자고등학교),051-610-5800,http://bdong-g.hs.kr/,여,051-610-5801,일반고,N,일반계,,전기,주간,19670114,19670320,20230615
C10,부산광역시교육청,7150345,부산디지털고등학교,Busan Digital High School,고등학교,부산광역시,부산광역시교육청,사립,48918,부산광역시 중구 망양로 356,(영주동),051-460-0300,http://digital.hs.kr,남여공학,051-460-0399,특성화고,N,전문계,,전기,주간,19540324,19530918,20241013
C10,부산광역시교육청,7150421,부산마케팅고등학교,Busan Marketing High School,고등학교,부산광역시,부산광역시교육청,사립,47310,부산광역시 부산진구 봉수로 13,(전포동/ 부산마케팅고등학교),051-803-1264,http://www.marketing.hs.kr,여,051-803-1263,특성화고,N,전문계,,전기,주간,19550418,19520703,20230615
C10,부산광역시교육청,7150456,부산문화여자고등학교,Busan Culture Girls` High School,고등학교,부산광역시,부산광역시교육청,사립,48064,부산광역시 해운대구 해운대로469번길 50,(우동/ 부산문화여자고등학교),051-746-2952,http://bs-moonhwa.hs.kr/,여,051-743-6918,특성화고,N,전문계,,전기,주간,19690306,19690306,20230615
C10,부산광역시교육청,7150420,부산백양고등학교,Busan Baekyang High School,고등학교,부산광역시,부산광역시교육청,공립,46637,부산광역시 북구 백양대로1016번길 64,(구포동/ 부산백양고등학교),051-600-6500,http://www.baekyang.hs.kr,남여공학,051-600-6555,일반고,N,일반계,,전기,주간,19550701,19550701,20230615
C10,부산광역시교육청,7150533,부산보건고등학교,Busan Healthcare High School,고등학교,부산광역시,부산광역시교육청,사립,49079,부산광역시 영도구 절영로 163,(영선동4가/부산보건고등학교),051-418-9254,http://busanhc.com,남여공학,051-418-9264,특성화고,N,전문계,,전기,주간,19721226,19721226,20230615
C10,부산광역시교육청,7150105,부산서여자고등학교,BUSAN SEO GIRLS` HIGH SCHOOL,고등학교,부산광역시,부산광역시교육청,공립,49215,부산광역시 서구 보수대로 202-6,(동대신동2가/ 부산서여자고등학교),051-248-1561,http://www.seo-gh.hs.kr,여,051-248-1566,일반고,N,일반계,,전기,주간,19830120,19830120,20230615
C10,부산광역시교육청,7150659,부산센텀여자고등학교,Busan Centum Girls High School,고등학교,부산광역시,부산광역시교육청,사립,48064,부산광역시 해운대구 해운대로469번길 50-1,(우동/ 부산센텀여자고등학교),051-731-3508,http://school.busanedu.net/busan-cg-h/main.do,여,051-742-9451,일반고,N,일반계,,후기,주간,20040301,20040301,20230615
C10,부산광역시교육청,7150658,부산소프트웨어마이스터고등학교,Busan Software Meister High School,고등학교,부산광역시,부산광역시교육청,공립,46708,부산광역시 강서구 가락대로 1393,(봉림동/ 부산소프트웨어마이스터고등학교),051-971-2153,http://www.bssm.hs.kr,남여공학,051-971-2061,특목고,N,전문계,,전기,주간,19700326,19700326,20230615
C10,부산광역시교육청,7150106,부산여자고등학교,Busan Girls High School,고등학교,부산광역시,부산광역시교육청,공립,49315,부산광역시 사하구 낙동대로520번길 36,/ 부산여자고등학교 (하단동),051-200-0301,http://busan-gh.hs.kr,여,051-200-0351,일반고,N,일반계,,전기,주간,19451001,19451001,20230615
C10,부산광역시교육청,7150207,부산여자상업고등학교,Busan Girls` Commercial High School,고등학교,부산광역시,부산광역시교육청,사립,48239,부산광역시 수영구 금련로 43,(망미동/ 부산여자상업고등학교),051-7976-700,http://psgch.hs.kr,여,051-7976-801,특성화고,N,전문계,,전기,주간,19531113,19531113,20231008
C10,부산광역시교육청,7150426,부산영상예술고등학교,Busan Visual Arts High School,고등학교,부산광역시,부산광역시교육청,공립,49072,부산광역시 영도구 영상길 100,/ 부산영상예술고등학교 (신선동3가),051-419-0322,http://visual.hs.kr/,남여공학,051-419-0329,특성화고,N,전문계,,전기,주간,19540910,19550425,20230615
C10,부산광역시교육청,7150140,부산예술고등학교,Busan High School of Arts,고등학교,부산광역시,부산광역시교육청,사립,46252,부산광역시 금정구 체육공원로 20,/ 부산예술고등학교 (구서동/ 학교법인동래학원),051-514-1230,http://pusanarts.hs.kr,남여공학,051-516-5720,특목고,N,일반계,예술계열,전기,주간,19851230,19851230,20230615
C10,부산광역시교육청,7150141,부산외국어고등학교,Pusan Foreign Language High School,고등학교,부산광역시,부산광역시교육청,사립,47583,부산광역시 연제구 고분로 144,/ 부산외국어고등학교 (연산동),051-850-1463,http://www.pfl.hs.kr,남여공학,051-867-5094,특목고,N,일반계,외국어계열,전기,주간,19850119,19850119,20230615
C10,부산광역시교육청,7150532,부산일과학고등학교,Busanil Science High School,고등학교,부산광역시,부산광역시교육청,공립,49317,부산광역시 사하구 제석로 242,(당리동),051-290-6800,http://bsis.hs.kr,남여공학,051-290-6809,특목고,N,일반계,과학계열,전기,주간,20110502,20110502,20230615
C10,부산광역시교육청,7150747,부산자동차마이스터고등학교,Busan automotive Meister high school,고등학교,부산광역시,부산광역시교육청,공립,49480,부산광역시 사하구 하신중앙로3번나길 16,", 부산자동차마이스터고등학교 (장림동, 부산자동차마이스터고등학교)",051-263-4825,https://school.busanedu.net/automotive-h/main.do,남,051-265-9766,특목고,N,전문계,산업수요 맞춤형 고등학교,전기,주간,19941111,19941111,20230615
C10,부산광역시교육청,7150365,부산장안고등학교,Busan Jang-an High School,고등학교,부산광역시,부산광역시교육청,공립,46029,부산광역시 기장군 장안읍 장안고길 8-16,(장안읍/ 부산장안고등학교),051-720-1700,http://jang-an.hs.kr/,남여공학,051-727-5919,자율고,N,일반계,,전기,주간,19740105,19740105,20250706
C10,부산광역시교육청,7150177,부산전자공업고등학교,Busan Electronics Technical High School,고등학교,부산광역시,부산광역시교육청,공립,47707,부산광역시 동래구 금강로59번길 51,(온천동/ 부산전자공업고등학교),051-606-0200,http://kumgang.hs.kr/,남여공학,051-553-8224,특성화고,N,전문계,,전기,주간,19380301,19380301,20230615
C10,부산광역시교육청,7150348,부산정보고등학교,PUSAN INFORMATION HIGH SCHOOL,고등학교,부산광역시,부산광역시교육청,사립,47119,부산광역시 부산진구 화지로 24,(양정동/ 부산정보고등학교),051-853-0871,http://psinfo.hs.kr,남여공학,051-853-0873,특성화고,N,전문계,,전기,주간,19500626,19500626,20230615
C10,부산광역시교육청,7150208,부산정보관광고등학교,Busan Information Tourism High School,고등학교,부산광역시,부산광역시교육청,사립,46305,부산광역시 금정구 동현로 37,(부곡동/ 부산정보관광고등학교),051-518-7922,http://www.pusan-ith.hs.kr/,남여공학,051-515-2043,특성화고,N,전문계,,전기,주간,19720114,19720114,20230615
C10,부산광역시교육청,7150107,부산중앙고등학교,Busanjungang High School,고등학교,부산광역시,부산광역시교육청,공립,48448,부산광역시 남구 진남로127번길 50,(대연동/ 부산중앙고등학교),051-209-7600,http://www.bjungang.hs.kr,남,051-643-8277,일반고,N,일반계,,전기,주간,19721226,19721226,20250309
C10,부산광역시교육청,7150108,부산중앙여자고등학교,Busan Jung-ang Girls High School,고등학교,부산광역시,부산광역시교육청,공립,47735,부산광역시 동래구 온천천로 131,(명륜동/부산중앙여자고등학교),051-555-0370,http://www.busan-jag.hs.kr,여,051-557-6586,일반고,N,일반계,,전기,주간,19720607,19720607,20230615
C10,부산광역시교육청,7150109,부산진고등학교,Busanjin High School,고등학교,부산광역시,부산광역시교육청,공립,47116,부산광역시 부산진구 성지로94번길 54,(초읍동/ 부산진고등학교),051-810-0500,www.pusanjin.hs.kr,남,051-810-0508,일반고,N,일반계,,전기,주간,19671005,19671005,20230615
C10,부산광역시교육청,7150142,부산진여자고등학교,Busanjin Girls High School,고등학교,부산광역시,부산광역시교육청,사립,47227,부산광역시 부산진구 양정로 48,(양정동/부산진여자고등학교),1599-5789,http://www.busanjin.hs.kr,여,051-852-0503,일반고,N,일반계,,전기,주간,19721229,19721229,20230615
C10,부산광역시교육청,7150178,부산진여자상업고등학교,BUSANJIN GIRLS` COMMERCIAL HIGH SCHOOL,고등학교,부산광역시,부산광역시교육청,공립,47228,부산광역시 부산진구 진남로 524,(양정동),051-850-3500,http://jin.hs.kr/,여,051-850-3549,특성화고,N,전문계,,전기,주간,19540921,19540921,20230615
C10,부산광역시교육청,7150110,부산체육고등학교,Busan Sports High School,고등학교,부산광역시,부산광역시교육청,공립,49118,부산광역시 영도구 중리북로21번길 5,", 부산체육고등학교 (동삼동)",051-400-3005,http://busport.hs.kr,남여공학,051-403-5308,특목고,N,일반계,체육계열,전기,주간,19751114,19751114,20230615
C10,부산광역시교육청,7150337,부산컴퓨터과학고등학교,Busan Computer Science High School,고등학교,부산광역시,부산광역시교육청,사립,48805,부산광역시 동구 초량로80번길 5,(초량동/ 부산 컴퓨터 과학 고등학교/ 선화여중),051-460-0500,www.pcs.hs.kr,남여공학,051-466-1787,특성화고,N,전문계,,전기,주간,19650224,19650224,20230615
C10,부산광역시교육청,7150737,부산항공고등학교,Busan Aviation High School,고등학교,부산광역시,부산광역시교육청,공립,46940,부산광역시 사상구 백양대로768번길 115,"(덕포동, 서부산공업고등학교)",051-309-3100,https://school.busanedu.net/sth-h,남여공학,051-309-3160,특성화고,N,전문계,,전기,주간,19960301,19961004,20230615
C10,부산광역시교육청,7150746,부산해군과학기술고등학교,Busan Navy science Technical High School,고등학교,부산광역시,부산광역시교육청,공립,48064,부산광역시 해운대구 해운대로469번길 96,"(우동, 부산해군과학기술고등학교)",051-792-7700,https://school.busanedu.net/hudt-h/main.do,남,051-742-1794,특성화고,N,전문계,,전기,주간,19750224,19800407,20230615
C10,부산광역시교육청,1192068,부산해사고등학교,Busan Maritime High School,고등학교,부산광역시,교육부,국립,49111,부산광역시 영도구 해양로 425,(동삼동),051-410-2000,http://www.maritime.hs.kr,남여공학,051-412-9261,특목고,N,전문계,산업수요 맞춤형 고등학교,전기,주간,19770830,19770830,20230615
C10,부산광역시교육청,7150143,부일외국어고등학교,Puil Foreign Language High School,고등학교,부산광역시,부산광역시교육청,사립,49362,부산광역시 사하구 감천로73번길 36,/ 부일외국어고등학교 (감천동/ 부일외고 전자디자인고등학교),051-208-7405,http://www.puilschool.hs.kr,남여공학,051-208-7430,자율고,N,일반계,외국어계열,전기,주간,19940916,19940916,20251207
C10,부산광역시교육청,7150346,부일전자디자인고등학교,Buil Electronic Design High School,고등학교,부산광역시,부산광역시교육청,사립,49362,부산광역시 사하구 감천로73번길 36,(감천동/부일외고 전자디자인고등학교),051-208-7403,http://www.buil.hs.kr,남여공학,051-293-5773,특성화고,N,전문계,,전기,주간,19920630,19920630,20230615
C10,부산광역시교육청,7150111,부흥고등학교,Buhung High School,고등학교,부산광역시,부산광역시교육청,공립,48107,부산광역시 해운대구 좌동순환로 248,(좌동/ 부흥고등학교),051-709-6115,http://www.buhungko.hs.kr,남여공학,051-702-3293,일반고,N,일반계,,전기,주간,19970113,19970113,20230615
C10,부산광역시교육청,7150371,분포고등학교,BUN-PO HIGH SCHOOL,고등학교,부산광역시,부산광역시교육청,공립,48516,부산광역시 남구 분포로 57,(용호동/ 분포고등학교),051-610-3311,http://www.bunpo.hs.kr,남여공학,051-611-0639,일반고,N,일반계,,전기,주간,20030301,20030301,20230615
C10,부산광역시교육청,7150144,브니엘고등학교,Peniel High School,고등학교,부산광역시,부산광역시교육청,사립,46251,부산광역시 금정구 체육공원로 154,(구서동/ 브니엘고등학교),051-582-6608,http://www.peniel.hs.kr,남,051-582-6615,일반고,N,일반계,,전기,주간,19630915,19630915,20230615
C10,부산광역시교육청,7150145,브니엘여자고등학교,Peniel Girls High School,고등학교,부산광역시,부산광역시교육청,사립,46251,부산광역시 금정구 체육공원로 154,", 브니엘여자고등학교 (구서동)",051-582-9181,http://ipeniel.hs.kr/,여,051-582-9183,일반고,N,일반계,,전기,주간,19960216,19960216,20230615
C10,부산광역시교육청,7150592,브니엘예술고등학교,Peniel High School of the Arts,고등학교,부산광역시,부산광역시교육청,사립,46251,부산광역시 금정구 체육공원로 154,(구서동/ 브니엘예술고등학교),051-513-9710,http://www.penielart.or.kr/,남여공학,051-513-0834,특목고,N,일반계,예술계열,전기,주간,19980919,19990301,20230615
C10,부산광역시교육청,7150425,사상고등학교,Sasang High School,고등학교,부산광역시,부산광역시교육청,공립,46953,부산광역시 사상구 강선로 24,(덕포동),051-366-9700,http://www.sasang.hs.kr,남,051-366-9789,일반고,N,일반계,,전기,주간,20070905,20080301,20250706
C10,부산광역시교육청,7150112,사직고등학교,Sajik High School,고등학교,부산광역시,부산광역시교육청,공립,47871,부산광역시 동래구 쇠미로119번길 51,(사직동/ 사직고등학교),051-5900-303,http://www.sajik.hs.kr/,남여공학,051-5900-309,일반고,N,일반계,,전기,주간,19830120,19830102,20230615
