학교명,학과명,시도,고교유형,졸업자수,취업률,진학률,조사연도
"인천소방고등학교","전기과","인천","특성화고(직업)",5,60,20,2024
"인천기계공업고등학교","정밀기계과","인천","특성화고(직업)",60,38.3,36.7,2025
"인천기계공업고등학교","자동차테크과","인천","특성화고(직업)",37,13.5,54.1,2025
"인천기계공업고등학교","전기과","인천","특성화고(직업)",38,21.1,44.7,2025
"인천기계공업고등학교","도시건설정보과","인천","특성화고(직업)",27,11.1,51.9,2025
"인천기계공업고등학교","메카트로닉스과","인천","특성화고(직업)",34,20.6,55.9,2025
"인천기계공업고등학교","건축디자인과","인천","특성화고(직업)",36,16.7,63.9,2025
"인천디자인고등학교","건축디자인과","인천","특성화고(직업)",40,17.5,60,2025
"인천디자인고등학교","도예디자인과","인천","특성화고(직업)",35,14.3,57.1,2025
"인천디자인고등학교","시각디자인과","인천","특성화고(직업)",42,28.6,47.6,2025
"인천디자인고등학교","제품디자인과","인천","특성화고(직업)",39,7.7,53.8,2025
"인천디자인고등학교","패션디자인과","인천","특성화고(직업)",41,22,53.7,2025
"인천반도체고등학교","IT소프트웨어과","인천","특성화고(직업)",52,17.3,63.5,2025
"인천반도체고등학교","IT통신과","인천","특성화고(직업)",34,8.8,23.5,2025
"인천반도체고등학교","IT응용과","인천","특성화고(직업)",25,4,72,2025
"인천반도체고등학교","IT전자과","인천","특성화고(직업)",28,50,14.3,2025
"인천바이오과학고등학교","전기과","인천","특성화고(직업)",15,6.7,73.3,2025
"인천바이오과학고등학교","스마트전자과","인천","특성화고(직업)",28,17.9,14.3,2025
"인천바이오과학고등학교","바이오화학과","인천","특성화고(직업)",15,0,93.3,2025
"인천바이오과학고등학교","자동화기계과","인천","특성화고(직업)",16,43.8,25,2025
"인천재능고등학교","스마트건축과","인천","특성화고(직업)",35,14.3,74.3,2024
"인천재능고등학교","스마트전기과","인천","특성화고(직업)",22,40.9,50,2024
"인천재능고등학교","스마트전자과","인천","특성화고(직업)",35,20,74.3,2024
"인천재능고등학교","스마트반도체과","인천","특성화고(직업)",32,28.1,56.3,2024
"인천재능고등학교","스마트통신과","인천","특성화고(직업)",24,29.2,58.3,2024
"정석항공과학고등학교","항공전자과","인천","특성화고(직업)",40,35,47.5,2025
"정석항공과학고등학교","항공정비과","인천","특성화고(직업)",41,36.6,48.8,2025
"정석항공과학고등학교","항공전자제어과","인천","특성화고(직업)",38,36.8,50,2025
"정석항공과학고등학교","항공기계과","인천","특성화고(직업)",34,55.9,32.4,2025
"한국주얼리고등학교","주얼리디자인과","인천","특성화고(직업)",62,27.4,50,2025
"인천비즈니스고등학교","부사관경영과","인천","특성화고(직업)",37,24.3,29.7,2025
"인천비즈니스고등학교","금융사무과","인천","특성화고(직업)",9,22.2,44.4,2025
"인천비즈니스고등학교","항공서비스과","인천","특성화고(직업)",18,0,72.2,2025
"인천비즈니스고등학교","스마트IT과","인천","특성화고(직업)",21,9.5,71.4,2025
"문학정보고등학교","회계금융과","인천","특성화고(직업)",6,0,33.3,2025
"문학정보고등학교","비서사무과","인천","특성화고(직업)",6,50,16.7,2025
"문학정보고등학교","스마트미디어과","인천","특성화고(직업)",24,8.3,41.7,2025
"영종국제물류고등학교","국제물류과","인천","특성화고(직업)",41,46.3,43.9,2025
"인천여자상업고등학교","무역외국어과","인천","특성화고(직업)",29,13.8,58.6,2025
"인천여자상업고등학교","경영사무과","인천","특성화고(직업)",46,45.7,43.5,2025
"인천여자상업고등학교","회계금융과","인천","특성화고(직업)",33,36.4,33.3,2025
"인천여자상업고등학교","IT크리에이터과","인천","특성화고(직업)",38,15.8,63.2,2025
"인천보건고등학교","보건간호과","인천","특성화고(직업)",70,10,84.3,2025
"인천보건고등학교","보건의료서비스과","인천","특성화고(직업)",31,12.9,80.6,2025
"인천금융고등학교","사무행정과","인천","특성화고(직업)",33,27.3,39.4,2025
"인천금융고등학교","금융과","인천","특성화고(직업)",30,33.3,40,2025
"인천금융고등학교","애니메이션과","인천","특성화고(직업)",70,17.1,61.4,2025
"문곡고등학교","세무회계과","인천","특성화고(직업)",64,54.7,21.9,2025
"문곡고등학교","수출입물류과","인천","특성화고(직업)",51,33.3,47.1,2025
"영화국제관광고등학교","관광외국어과","인천","특성화고(직업)",55,7.3,60,2025
"영화국제관광고등학교","호텔경영과","인천","특성화고(직업)",78,12.8,70.5,2025
"영화국제관광고등학교","외식조리과","인천","특성화고(직업)",60,30,51.7,2025
"인천중앙여자고등학교","항공경영과","인천","특성화고(직업)",22,9.1,72.7,2025
"인천중앙여자고등학교","세무회계과","인천","특성화고(직업)",35,42.9,34.3,2025
"인천중앙여자고등학교","금융회계과","인천","특성화고(직업)",36,38.9,38.9,2025
"인천해양과학고등학교","항해사관과","인천","특성화고(직업)",14,7.1,42.9,2025
"인천해양과학고등학교","에너지시스템과","인천","특성화고(직업)",14,21.4,28.6,2025
"인천해양과학고등학교","기관시스템과","인천","특성화고(직업)",14,0,28.6,2025
"인천해양과학고등학교","해양생명과학과","인천","특성화고(직업)",28,14.3,46.4,2025
"인천해양과학고등학교","식품외식산업과","인천","특성화고(직업)",38,31.6,34.2,2025
"한국글로벌셰프고등학교","조리과학과","인천","특성화고(직업)",72,65.3,26.4,2025
"인천생활과학고등학교","조리과학과","인천","특성화고(직업)",65,44.6,32.3,2025
"인천생활과학고등학교","패션스타일과","인천","특성화고(직업)",44,13.6,59.1,2025
"인천생활과학고등학교","토탈미용과","인천","특성화고(직업)",66,48.5,28.8,2025
"인천뷰티예술고등학교","식품외식산업과","인천","특성화고(직업)",33,12.1,57.6,2025
"인천뷰티예술고등학교","뷰티디자인과","인천","특성화고(직업)",42,4.8,64.3,2024
"인천뷰티예술고등학교","미용예술과","인천","특성화고(직업)",69,37.7,36.2,2025
"광주자연과학고등학교","애완동물과","광주","특성화고(직업)",20,30,45,2025
"광주자연과학고등학교","식물과학과","광주","특성화고(직업)",41,4.9,61,2025
"광주자연과학고등학교","식품과학과","광주","특성화고(직업)",40,22.5,65,2025
"광주자연과학고등학교","조리과학과","광주","특성화고(직업)",44,31.8,52.3,2025
"광주공업고등학교","건축과","광주","특성화고(직업)",40,5,77.5,2025
"광주공업고등학교","토목과","광주","특성화고(직업)",23,21.7,65.2,2025
"광주공업고등학교","기계설비과","광주","특성화고(직업)",14,35.7,42.9,2025
"광주공업고등학교","정밀기계과","광주","특성화고(직업)",19,10.5,84.2,2025
"광주공업고등학교","기계시스템과","광주","특성화고(직업)",29,10.3,62.1,2025
"광주공업고등학교","전기과","광주","특성화고(직업)",20,35,55,2025
"광주공업고등학교","전자과","광주","특성화고(직업)",38,10.5,68.4,2025
"광주전자공업고등학교","자동차과","광주","특성화고(직업)",46,23.9,58.7,2025
"광주전자공업고등학교","전기과","광주","특성화고(직업)",38,39.5,44.7,2025
"광주전자공업고등학교","전자통신과","광주","특성화고(직업)",42,4.8,73.8,2025
"광주전자공업고등학교","자동화기계과","광주","특성화고(직업)",59,8.5,66.1,2025
"광주전자공업고등학교","에너지환경과","광주","특성화고(직업)",43,14,72.1,2025
"광주전자공업고등학교","디자인과","광주","특성화고(직업)",45,15.6,55.6,2025
"전남공업고등학교","건축과","광주","특성화고(직업)",30,10,73.3,2025
"전남공업고등학교","토목과","광주","특성화고(직업)",28,10.7,75,2025
"전남공업고등학교","기계과","광주","특성화고(직업)",38,7.9,65.8,2025
"전남공업고등학교","전기과","광주","특성화고(직업)",37,5.4,64.9,2025
"전남공업고등학교","산업설비검사과","광주","특성화고(직업)",27,3.7,81.5,2024
"전남공업고등학교","화학공업과","광주","특성화고(직업)",15,6.7,80,2025
"동일미래과학고등학교","전자에너지과","광주","특성화고(직업)",35,14.3,68.6,2024
"동일미래과학고등학교","광전자정보통신과","광주","특성화고(직업)",38,21.1,73.7,2024
"동일미래과학고등학교","토탈뷰티과","광주","특성화고(직업)",114,35.1,47.4,2025
"금파공업고등학교","첨단기계과","광주","특성화고(직업)",49,8.2,51,2025
"금파공업고등학교","IOT전기과","광주","특성화고(직업)",44,11.4,38.6,2025
"금파공업고등학교","생명화공과","광주","특성화고(직업)",41,22,58.5,2024
"숭의과학기술고등학교","부사관과","광주","특성화고(직업)",15,40,20,2025
"숭의과학기술고등학교","건축인테리어과","광주","특성화고(직업)",20,5,60,2025
"숭의과학기술고등학교","스마트드론전자과","광주","특성화고(직업)",41,4.9,51.2,2025
"숭의과학기술고등학교","자동차과","광주","특성화고(직업)",20,30,65,2025
"숭의과학기술고등학교","전기과","광주","특성화고(직업)",21,9.5,76.2,2025
"숭의과학기술고등학교","조리제빵과","광주","특성화고(직업)",43,11.6,79.1,2025
"광주여자상업고등학교","글로벌비즈니스과","광주","특성화고(직업)",41,48.8,24.4,2025
"광주여자상업고등학교","스마트재산경영과","광주","특성화고(직업)",41,26.8,34.1,2025
"광주여자상업고등학교","스마트금융과","광주","특성화고(직업)",37,40.5,24.3,2025
"송원여자상업고등학교","스마트경영과","광주","특성화고(직업)",30,10,66.7,2025
"송원여자상업고등학교","메디컬복지과","광주","특성화고(직업)",34,5.9,91.2,2025
"송원여자상업고등학교","영상미디어과","광주","특성화고(직업)",35,2.9,82.9,2025
"송원여자상업고등학교","스킨테라피과","광주","특성화고(직업)",37,29.7,48.6,2025
"전남여자상업고등학교","글로벌금융과","광주","특성화고(직업)",43,37.2,46.5,2025
"전남여자상업고등학교","글로벌경영과","광주","특성화고(직업)",59,50.8,23.7,2025
"전남여자상업고등학교","콘텐츠창업과","광주","특성화고(직업)",20,15,65,2025
"유성생명과학고등학교","자동차·건설정보과","대전","특성화고(직업)",35,25.7,42.9,2025
"유성생명과학고등학교","생명과학과","대전","특성화고(직업)",88,22.7,59.1,2025
"유성생명과학고등학교","보건간호과","대전","특성화고(직업)",16,0,93.8,2025
"유성생명과학고등학교","토탈미용과","대전","특성화고(직업)",34,29.4,52.9,2025
"대전전자디자인고등학교","부사관과","대전","특성화고(직업)",16,6.3,25,2025
"대전전자디자인고등학교","컴퓨터응용기계과","대전","특성화고(직업)",10,30,30,2025
"대전전자디자인고등학교","드론전자과","대전","특성화고(직업)",15,26.7,73.3,2025
"대전전자디자인고등학교","제과제빵과","대전","특성화고(직업)",17,23.5,41.2,2025
"대전전자디자인고등학교","광고영상디자인과","대전","특성화고(직업)",16,12.5,68.8,2025
"대전전자디자인고등학교","토탈미용과","대전","특성화고(직업)",15,53.3,33.3,2025
"대전도시과학고등학교","건축리모델링과","대전","특성화고(직업)",27,11.1,51.9,2025
"대전도시과학고등학교","드론지형정보과","대전","특성화고(직업)",15,46.7,26.7,2025
"대전도시과학고등학교","스마트기계과","대전","특성화고(직업)",9,11.1,66.7,2025
"대전도시과학고등학교","친환경자동차과","대전","특성화고(직업)",20,10,20,2025
"대전도시과학고등학교","전기과","대전","특성화고(직업)",20,5,55,2025
"대전도시과학고등학교","스마트전자과","대전","특성화고(직업)",12,16.7,50,2025
"충남기계공업고등학교","산업설비과","대전","특성화고(직업)",35,20,48.6,2025
"충남기계공업고등학교","기계설계과","대전","특성화고(직업)",36,19.4,47.2,2025
"충남기계공업고등학교","CNC밀링과","대전","특성화고(직업)",35,22.9,34.3,2025
"충남기계공업고등학교","CNC선반과","대전","특성화고(직업)",36,8.3,52.8,2025
"충남기계공업고등학교","금형과","대전","특성화고(직업)",31,25.8,54.8,2025
"충남기계공업고등학교","전기과","대전","특성화고(직업)",38,28.9,52.6,2025
"충남기계공업고등학교","전자기계과","대전","특성화고(직업)",32,6.3,78.1,2024
"대전생활과학고등학교","건축인테리어과","대전","특성화고(직업)",30,20,60,2025
"대전생활과학고등학교","전기전자과","대전","특성화고(직업)",35,51.4,25.7,2025
"대전생활과학고등학교","바이오케미컬과","대전","특성화고(직업)",17,23.5,35.3,2025
"대전생활과학고등학교","조리제빵과","대전","특성화고(직업)",34,17.6,55.9,2025
"대전생활과학고등학교","토털뷰티과","대전","특성화고(직업)",31,16.1,71,2025
"계룡디지텍고등학교","전자과","대전","특성화고(직업)",43,41.9,46.5,2025
"계룡디지텍고등학교","정보통신과","대전","특성화고(직업)",21,33.3,42.9,2025
"대전국제통상고등학교","국제통상과","대전","특성화고(직업)",7,14.3,28.6,2025
"대전국제통상고등학교","상업정보과","대전","특성화고(직업)",14,7.1,42.9,2025
"대전국제통상고등학교","생활과학과","대전","특성화고(직업)",29,20.7,48.3,2025
"대전대성여자고등학교","경영회계과","대전","특성화고(직업)",39,15.4,48.7,2025
"대전대성여자고등학교","외식조리과","대전","특성화고(직업)",32,21.9,56.3,2025
"대전대성여자고등학교","보건간호과","대전","특성화고(직업)",49,10.2,87.8,2025
"대전대성여자고등학교","뷰티디자인과","대전","특성화고(직업)",17,29.4,52.9,2025
"대전대성여자고등학교","미디어디자인과","대전","특성화고(직업)",38,7.9,65.8,2025
"대전여자상업고등학교","IT사무행정과","대전","특성화고(직업)",53,45.3,32.1,2025
"대전여자상업고등학교","회계융합행정과","대전","특성화고(직업)",88,52.3,29.5,2025
"대전신일여자고등학교","스토어마케팅과","대전","특성화고(직업)",24,20.8,79.2,2025
"대전신일여자고등학교","스마트금융과","대전","특성화고(직업)",28,35.7,53.6,2025
"대전신일여자고등학교","미디어예술과","대전","특성화고(직업)",33,9.1,87.9,2025
"대전신일여자고등학교","디자인과","대전","특성화고(직업)",35,2.9,77.1,2025
"대전신일여자고등학교","만화예술과","대전","특성화고(직업)",19,10.5,89.5,2025
"울산공업고등학교","건축과","울산","특성화고(직업)",41,12.2,70.7,2025
"울산공업고등학교","토목과","울산","특성화고(직업)",36,25,52.8,2025
"울산공업고등학교","전기과","울산","특성화고(직업)",44,36.4,47.7,2025
"울산공업고등학교","전자통신과","울산","특성화고(직업)",39,15.4,64.1,2025
"울산공업고등학교","화공과","울산","특성화고(직업)",42,11.9,81,2025
"울산공업고등학교","자동화기계과","울산","특성화고(직업)",108,40.7,43.5,2025
"울산애니원고등학교","컴퓨터게임개발과","울산","특성화고(직업)",19,15.8,52.6,2025
"울산애니원고등학교","애니메이션과","울산","특성화고(직업)",44,4.5,72.7,2025
"울산애니원고등학교","창작만화과","울산","특성화고(직업)",22,0,86.4,2025
"울산기술공업고등학교","산업경영과","울산","특성화고(직업)",10,20,70,2025
"울산기술공업고등학교","공간정보과","울산","특성화고(직업)",20,5,70,2025
"울산기술공업고등학교","산업설비기계과","울산","특성화고(직업)",31,16.1,51.6,2025
"울산기술공업고등학교","전기과","울산","특성화고(직업)",28,25,53.6,2025
"울산기술공업고등학교","융합디자인과","울산","특성화고(직업)",24,8.3,70.8,2025
"울산상업고등학교","군사경영과","울산","특성화고(직업)",30,23.3,30,2025
"울산상업고등학교","물류경영과","울산","특성화고(직업)",52,23.1,50,2025
"울산상업고등학교","상공경영과","울산","특성화고(직업)",42,33.3,57.1,2025
"울산여자상업고등학교","관광경영과","울산","특성화고(직업)",61,27.9,47.5,2025
"울산여자상업고등학교","회계사무과","울산","특성화고(직업)",83,18.1,54.2,2025
"울산여자상업고등학교","금융사무과","울산","특성화고(직업)",60,21.7,45,2025
"울산산업고등학교","금융서비스과","울산","특성화고(직업)",28,7.1,67.9,2024
"울산산업고등학교","생태조경과","울산","특성화고(직업)",15,0,60,2024
"울산산업고등학교","원예디자인과","울산","특성화고(직업)",13,15.4,46.2,2025
"울산산업고등학교","반려동물과","울산","특성화고(직업)",17,5.9,64.7,2025
"울산산업고등학교","식품가공과","울산","특성화고(직업)",39,20.5,59,2025
"울산산업고등학교","보건간호과","울산","특성화고(직업)",30,16.7,60,2025
"울산미용예술고등학교","미용예술과","울산","특성화고(직업)",88,37.5,19.3,2025
"울산생활과학고등학교","사무행정과","울산","특성화고(직업)",48,18.8,41.7,2025
"울산생활과학고등학교","조리과","울산","특성화고(직업)",92,28.3,46.7,2025
"울산생활과학고등학교","보건간호과","울산","특성화고(직업)",41,14.6,78,2025
"세종미래고등학교","하이텍기계과","세종","특성화고(직업)",23,26.1,52.2,2025
"세종미래고등학교","의료화학공업과","세종","특성화고(직업)",7,14.3,42.9,2025
"세종장영실고등학교","IT콘텐츠과","세종","특성화고(직업)",38,7.9,71.1,2025
"세종장영실고등학교","외식조리과","세종","특성화고(직업)",34,26.5,44.1,2025
"세종장영실고등학교","보건간호과","세종","특성화고(직업)",33,45.5,45.5,2025
"세종장영실고등학교","뷰티미용과","세종","특성화고(직업)",36,47.2,33.3,2025
"고양고등학교","원예조경인테리어과","경기","특성화고(직업)",39,10.3,64.1,2025
"고양고등학교","전기전자과","경기","특성화고(직업)",36,16.7,47.2,2025
"고양고등학교","애완동물관리과","경기","특성화고(직업)",41,24.4,48.8,2025
"고양고등학교","외식식품가공과","경기","특성화고(직업)",44,22.7,61.4,2025
"발안바이오과학고등학교","레저동물산업과","경기","특성화고(직업)",27,37,48.1,2025
"발안바이오과학고등학교","바이오식품과학과","경기","특성화고(직업)",24,29.2,45.8,2025
"발안바이오과학고등학교","푸드스타일링과","경기","특성화고(직업)",22,50,45.5,2025
"발안바이오과학고등학교","외식산업과","경기","특성화고(직업)",23,17.4,60.9,2025
"수원농생명과학고등학교","생물자원과학과","경기","특성화고(직업)",84,6,67.9,2025
"수원농생명과학고등학교","식품생명과학과","경기","특성화고(직업)",94,22.3,43.6,2025
"수원농생명과학고등학교","바이오시스템과","경기","특성화고(직업)",26,30.8,46.2,2025
"여주자영농업고등학교","자영조경과","경기","특성화고(직업)",29,20.7,55.2,2024
"여주자영농업고등학교","자영축산과","경기","특성화고(직업)",26,11.5,69.2,2024
"여주자영농업고등학교","자영원예과","경기","특성화고(직업)",52,3.8,71.2,2024
"여주자영농업고등학교","자영식품산업과","경기","특성화고(직업)",24,20.8,50,2024
"용인바이오고등학교","조경디자인과","경기","특성화고(직업)",6,16.7,83.3,2025
"용인바이오고등학교","레저동물과","경기","특성화고(직업)",11,9.1,72.7,2025
"용인바이오고등학교","바이오식품과","경기","특성화고(직업)",18,11.1,72.2,2025
"일죽고등학교","레저식품경영과","경기","특성화고(직업)",21,4.8,76.2,2025
"일죽고등학교","골프산업경영과","경기","특성화고(직업)",12,33.3,25,2025
"군자디지털과학고등학교","디지털전기과","경기","특성화고(직업)",24,33.3,45.8,2025
"군자디지털과학고등학교","디지털전자과","경기","특성화고(직업)",39,28.2,48.7,2025
"군자디지털과학고등학교","디지털섬유과","경기","특성화고(직업)",23,4.3,39.1,2025
"군자디지털과학고등학교","디지털바이오화학과","경기","특성화고(직업)",31,22.6,41.9,2025
"김포과학기술고등학교","컴퓨터응용기계과","경기","특성화고(직업)",34,11.8,67.6,2025
"김포과학기술고등학교","전기에너지설비과","경기","특성화고(직업)",39,25.6,51.3,2025
"김포과학기술고등학교","IT전자과","경기","특성화고(직업)",47,8.5,68.1,2025
"김포과학기술고등학교","화장품화학과","경기","특성화고(직업)",29,10.3,58.6,2025
"남양주고등학교","건축리모델링과","경기","특성화고(직업)",36,8.3,44.4,2025
"남양주고등학교","지오매틱스과","경기","특성화고(직업)",16,0,50,2025
"남양주고등학교","광테크전자과","경기","특성화고(직업)",20,25,55,2025
"남양주고등학교","스마트앱통신과","경기","특성화고(직업)",23,0,78.3,2025
"부천공업고등학교","자동차과","경기","특성화고(직업)",34,26.5,61.8,2024
"부천공업고등학교","스마트전기과","경기","특성화고(직업)",28,14.3,71.4,2024
"부천공업고등학교","IT전자통신과","경기","특성화고(직업)",19,47.4,26.3,2025
"부천공업고등학교","IT융합기계과","경기","특성화고(직업)",14,28.6,64.3,2025
"부천공업고등학교","인테리어디자인과","경기","특성화고(직업)",23,21.7,30.4,2025
"부천공업고등학교","뷰티화장품과","경기","특성화고(직업)",10,0,60,2025
"경기폴리텍고등학교","친환경건축과","경기","특성화고(직업)",5,20,40,2025
"경기폴리텍고등학교","자동차금형과","경기","특성화고(직업)",12,50,25,2025
"경기폴리텍고등학교","신에너지전기과","경기","특성화고(직업)",14,14.3,78.6,2025
"경기폴리텍고등학교","보건간호과","경기","특성화고(직업)",22,0,81.8,2025
"성남테크노과학고등학교","디지털전기전자과","경기","특성화고(직업)",13,53.8,23.1,2025
"성남테크노과학고등학교","정보보안과","경기","특성화고(직업)",15,13.3,66.7,2025
"성남테크노과학고등학교","자동화기계과","경기","특성화고(직업)",16,43.8,18.8,2025
"성남테크노과학고등학교","건축디자인과","경기","특성화고(직업)",11,45.5,36.4,2025
"성남테크노과학고등학교","영상제작과","경기","특성화고(직업)",36,8.3,61.1,2025
"수원정보과학고등학교","IT경영정보과","경기","특성화고(직업)",38,13.2,57.9,2024
"수원정보과학고등학교","스마트자동화과","경기","특성화고(직업)",34,20.6,38.2,2025
"수원정보과학고등학교","컴퓨터전자과","경기","특성화고(직업)",34,38.2,29.4,2025
"수원정보과학고등학교","IT소프트웨어과","경기","특성화고(직업)",31,19.4,45.2,2025
"수원정보과학고등학교","IT산업디자인과","경기","특성화고(직업)",36,16.7,58.3,2025
"경기스마트고등학교","컴퓨터응용기계과","경기","특성화고(직업)",38,34.2,52.6,2025
"경기스마트고등학교","기계산업설계과","경기","특성화고(직업)",29,24.1,48.3,2025
"경기스마트고등학교","스마트전기과","경기","특성화고(직업)",28,39.3,32.1,2025
"경기스마트고등학교","뷰티아트과","경기","특성화고(직업)",38,39.5,28.9,2025
"안양공업고등학교","건설기술행정과","경기","특성화고(직업)",11,18.2,63.6,2025
"안양공업고등학교","반도체CS엔지니어과","경기","특성화고(직업)",9,0,77.8,2025
"안양공업고등학교","전자기계과","경기","특성화고(직업)",24,8.3,58.3,2024
"안양공업고등학교","전기제어시스템과","경기","특성화고(직업)",17,23.5,64.7,2025
"안양공업고등학교","XR융합응용학과","경기","특성화고(직업)",14,0,92.9,2025
"안양공업고등학교","화학공업과","경기","특성화고(직업)",5,0,40,2024
"안양공업고등학교","패션소재디자인과","경기","특성화고(직업)",12,0,75,2025
"안양공업고등학교","3D건축디자인과","경기","특성화고(직업)",15,6.7,73.3,2025
"양영디지털고등학교","스마트전자과","경기","특성화고(직업)",36,22.2,41.7,2025
"양영디지털고등학교","소프트웨어개발과","경기","특성화고(직업)",36,41.7,36.1,2025
"양영디지털고등학교","정보통신과","경기","특성화고(직업)",21,14.3,47.6,2025
"양영디지털고등학교","바이오화학과","경기","특성화고(직업)",5,40,40,2025
"양평전자과학고등학교","전기제어과","경기","특성화고(직업)",28,14.3,53.6,2025
"양평전자과학고등학교","전자정보과","경기","특성화고(직업)",19,15.8,57.9,2025
"의정부공업고등학교","컴퓨터응용기계과","경기","특성화고(직업)",20,15,45,2025
"의정부공업고등학교","자동차과","경기","특성화고(직업)",29,17.2,48.3,2025
"의정부공업고등학교","전기에너지과","경기","특성화고(직업)",25,32,52,2025
"의정부공업고등학교","스마트전자과","경기","특성화고(직업)",35,28.6,40,2025
"의정부공업고등학교","건설정보과","경기","특성화고(직업)",28,21.4,46.4,2025
"의정부공업고등학교","화학시스템공업과","경기","특성화고(직업)",22,9.1,45.5,2025
"의정부공업고등학교","건축디자인과","경기","특성화고(직업)",40,12.5,37.5,2025
"일산고등학교","생명화학공업과","경기","특성화고(직업)",20,5,75,2024
"일산고등학교","제과제빵과","경기","특성화고(직업)",19,15.8,63.2,2025
"일산고등학교","조리디자인과","경기","특성화고(직업)",43,9.3,69.8,2025
"일산고등학교","멀티미디어디자인과","경기","특성화고(직업)",39,5.1,64.1,2025
"일산고등학교","뷰티디자인과","경기","특성화고(직업)",40,45,32.5,2025
"일산고등학교","인테리어디자인과","경기","특성화고(직업)",39,15.4,59,2025
"경기영상과학고등학교","방송미디어과","경기","특성화고(직업)",42,11.9,71.4,2025
"경기영상과학고등학교","방송영상연출과","경기","특성화고(직업)",20,0,75,2025
"경기영상과학고등학교","방송촬영조명과","경기","특성화고(직업)",38,10.5,63.2,2025
"경기영상과학고등학교","스마트영상통신과","경기","특성화고(직업)",40,10,65,2025
"경기영상과학고등학교","방송무대디자인과","경기","특성화고(직업)",44,11.4,59.1,2025
"평촌과학기술고등학교","전기전력과","경기","특성화고(직업)",21,14.3,57.1,2024
"평촌과학기술고등학교","전자기계과","경기","특성화고(직업)",12,25,58.3,2025
"평촌과학기술고등학교","전자통신과","경기","특성화고(직업)",27,55.6,25.9,2024
"평촌과학기술고등학교","아트앤디자인과","경기","특성화고(직업)",23,13,65.2,2025
"한국도예고등학교","도예과","경기","특성화고(직업)",59,3.4,79.7,2025
"한국애니메이션고등학교","컴퓨터게임제작과","경기","특성화고(직업)",23,17.4,56.5,2025
"한국애니메이션고등학교","만화창작과","경기","특성화고(직업)",27,0,55.6,2025
"한국애니메이션고등학교","애니메이션과","경기","특성화고(직업)",22,9.1,81.8,2025
"한국애니메이션고등학교","영상연출과","경기","특성화고(직업)",16,6.3,62.5,2025
"경민IT고등학교","디지털미디어과","경기","특성화고(직업)",44,6.8,63.6,2025
"경민IT고등학교","정보통신과","경기","특성화고(직업)",37,5.4,78.4,2025
"경민IT고등학교","의료정보시스템과","경기","특성화고(직업)",41,4.9,82.9,2025
"경민IT고등학교","디자인과","경기","특성화고(직업)",42,7.1,76.2,2025
"경기항공고등학교","인테리어리모델링과","경기","특성화고(직업)",13,15.4,69.2,2025
"경기항공고등학교","항공전기전자과","경기","특성화고(직업)",17,11.8,64.7,2025
"경기항공고등학교","항공영상미디어과","경기","특성화고(직업)",17,29.4,58.8,2025
"경기항공고등학교","스마트전자과","경기","특성화고(직업)",18,44.4,33.3,2025
"동일공업고등학교","지형공간디자인과","경기","특성화고(직업)",50,20,60,2025
"동일공업고등학교","자동차과","경기","특성화고(직업)",51,33.3,49,2025
"동일공업고등학교","디지털전자제어과","경기","특성화고(직업)",51,31.4,49,2025
"동일공업고등학교","자동차공조시스템제어과","경기","특성화고(직업)",48,29.2,47.9,2025
"동일공업고등학교","컴퓨터미디어보안과","경기","특성화고(직업)",50,22,54,2025
"삼일공업고등학교","공유경제시스템과","경기","특성화고(직업)",23,17.4,43.5,2025
"삼일공업고등학교","경찰사무행정과","경기","특성화고(직업)",23,30.4,21.7,2025
"삼일공업고등학교","기계과","경기","특성화고(직업)",43,30.2,48.8,2025
"삼일공업고등학교","전기과","경기","특성화고(직업)",43,27.9,48.8,2025
"삼일공업고등학교","전자과","경기","특성화고(직업)",22,22.7,50,2025
"삼일공업고등학교","사물인터넷과","경기","특성화고(직업)",44,20.5,52.3,2025
"삼일공업고등학교","3D융합콘텐츠과","경기","특성화고(직업)",25,4,72,2025
"삼일공업고등학교","화학공업과","경기","특성화고(직업)",46,43.5,43.5,2025
"삼일공업고등학교","환경과","경기","특성화고(직업)",26,46.2,50,2025
"삼일공업고등학교","레저스포츠과","경기","특성화고(직업)",24,8.3,70.8,2025
"홍익디자인고등학교","IT건축디자인과","경기","특성화고(직업)",46,15.2,73.9,2025
"홍익디자인고등학교","IT산업디자인과","경기","특성화고(직업)",49,0,81.6,2025
"수원공업고등학교","기계과","경기","특성화고(직업)",44,40.9,34.1,2024
"수원공업고등학교","자동차과","경기","특성화고(직업)",43,44.2,32.6,2025
"수원공업고등학교","전기전자제어과","경기","특성화고(직업)",48,50,37.5,2024
"수원공업고등학교","융합소프트웨어과","경기","특성화고(직업)",24,16.7,58.3,2025
"수원공업고등학교","건설정보과","경기","특성화고(직업)",50,58,14,2024
"수원공업고등학교","전자통신과","경기","특성화고(직업)",42,35.7,31,2025
"수원공업고등학교","정보네트워크과","경기","특성화고(직업)",41,2.4,2.4,2025
"수원공업고등학교","건축디자인과","경기","특성화고(직업)",43,25.6,39.5,2025
"한봄고등학교","빅데이터정보과","경기","특성화고(직업)",39,23.1,46.2,2025
"한봄고등학교","스마트제어과","경기","특성화고(직업)",38,47.4,42.1,2025
"한봄고등학교","시각디자인과","경기","특성화고(직업)",68,13.2,72.1,2025
"한봄고등학교","캐릭터창작과","경기","특성화고(직업)",23,8.7,82.6,2025
